source	term_id	term_name	n_landmark_genes	landmark_gene_symbols
Reactome	R-HSA-2990846	SUMOylation	34	AURKA,AURKB,BIRC5,BRCA1,CDKN2A,DAXX,DNMT1,DNMT3A,HDAC2,IKBKE,MTA1,NFKB2,NFKBIA,NR1H2,NR3C1,NRIP1,NUP133,NUP62,NUP85,NUP88,NUP93,PARP1,PCNA,PPARG,RAE1,RPA1,SATB1,SMC1A,SMC3,SUZ12,TFAP2A,TOP2A,TP53,TP53BP1
Reactome	R-HSA-2995410	Nuclear Envelope (NE) Reassembly	11	CCNB1,CCNB2,CDK1,CHMP4A,CHMP6,LBR,NUP133,NUP62,NUP85,NUP93,TUBB6
Reactome	R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	12	BRCA1,CDKN2A,NUP133,NUP62,NUP85,NUP88,NUP93,PARP1,RAE1,RPA1,SMC1A,SMC3
Reactome	R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	34	AURKA,AURKB,BIRC5,BRCA1,CDKN2A,DAXX,DNMT1,DNMT3A,HDAC2,IKBKE,MTA1,NFKB2,NFKBIA,NR1H2,NR3C1,NRIP1,NUP133,NUP62,NUP85,NUP88,NUP93,PARP1,PCNA,PPARG,RAE1,RPA1,SATB1,SMC1A,SMC3,SUZ12,TFAP2A,TOP2A,TP53,TP53BP1
Reactome	R-HSA-3214847	HATs acetylate histones	10	ELP1,H2BC12,H2BC21,HAT1,JADE2,KAT6A,KAT6B,RUVBL1,USP22,VPS72
Reactome	R-HSA-3247509	Chromatin modifying enzymes	31	ARID4B,ARID5B,CCND1,CDK4,DNMT3A,EED,ELP1,EZH2,H2AZ2,H2BC12,H2BC21,HAT1,HDAC2,HMG20B,JADE2,JMJD6,KAT6A,KAT6B,KDM3A,KDM5A,KDM5B,MTA1,NFKB2,RUVBL1,SMARCA4,SMARCC1,SMARCD2,SUV39H1,SUZ12,USP22,VPS72
Reactome	R-HSA-3371453	Regulation of HSF1-mediated heat shock response	19	BAG3,DNAJB1,DNAJB6,FKBP4,HSPA1A,HSPA4,HSPA8,HSPB1,MAPKAPK2,NUP133,NUP62,NUP85,NUP88,NUP93,RAE1,RPA1,RPA2,RPA3,TNFRSF21
Reactome	R-HSA-3371511	HSF1 activation	10	DNAJB1,DNAJB6,FKBP4,HDAC6,HSPA1A,HSPB1,RPA1,RPA2,RPA3,TNFRSF21
Reactome	R-HSA-3371556	Cellular response to heat stress	20	BAG3,DNAJB1,DNAJB6,FKBP4,HDAC6,HSPA1A,HSPA4,HSPA8,HSPB1,MAPKAPK2,NUP133,NUP62,NUP85,NUP88,NUP93,RAE1,RPA1,RPA2,RPA3,TNFRSF21
Reactome	R-HSA-3700989	Transcriptional Regulation by TP53	64	AKT1,AURKA,AURKB,BAX,BID,BIRC5,BNIP3L,BRCA1,CASP10,CASP2,CCNA1,CCNA2,CCNB1,CCNE2,CCNH,CDK1,CDK2,CDK5R1,CDK7,CDKN1A,CDKN1B,CDKN2A,CHEK1,CHEK2,CNOT4,CSNK2A2,CYCS,DAXX,DDB2,DDIT4,FAS,FOS,GADD45A,HDAC2,IGFBP3,JUN,KAT6A,MAPKAPK5,MNAT1,PCNA,PIN1,PIP4K2B,PMAIP1,POLR2I,POLR2K,PPP1R13B,PRKAG2,RAD9A,RFC2,RFC5,RHEB,RPA1,RPA2,RPA3,RRAGA,SESN1,SFN,TBP,TFDP1,TOPBP1,TP53,TP53BP2,TXNRD1,USP7
Reactome	R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	11	ADRB2,APP,C5,CCL2,CXCL2,CXCR4,EDN1,GPER1,HEBP1,LPAR2,TBXA2R
Reactome	R-HSA-373760	L1CAM interactions	11	CLTC,CSNK2A2,DNM1,EGFR,EPHB2,HSPA8,PAK1,RPS6KA1,SPTAN1,SRC,TUBB6
Reactome	R-HSA-376176	Signaling by ROBO receptors	21	ABL1,CASC3,CDC42,CXCR4,DAG1,EIF4G1,EVL,GPC1,NCK1,NCK2,PAK1,PAK4,PAK6,PRKACA,PSMD2,RHOA,RNPS1,RPL39L,RPS5,RPS6,SRC
Reactome	R-HSA-3781865	Diseases of glycosylation	11	B4GAT1,DAG1,DHDDS,EXT1,GALE,GFPT1,GPC1,MUC1,NOTCH1,PGM1,PMM2
Reactome	R-HSA-381119	Unfolded Protein Response (UPR)	14	ATF6,CCL2,EDEM1,EXOSC4,FKBP14,GFPT1,HERPUD1,HYOU1,MBTPS1,PDIA5,SHC1,TATDN2,WFS1,XBP1
Reactome	R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	13	ADAM10,APOE,APP,BMP4,CALU,IGFBP3,KTN1,MBTPS1,MMP1,MMP2,PRSS23,SPP1,WFS1
Reactome	R-HSA-383280	Nuclear Receptor transcription pathway	5	NR1H2,NR2F6,NR3C1,PPARD,PPARG
Reactome	R-HSA-3858494	Beta-catenin independent WNT signaling	10	CLTB,CLTC,FZD1,FZD7,GNB5,MYC,PLCB3,PSMD2,RAC2,RHOA
Reactome	R-HSA-388841	Regulation of T cell activation by CD28 family	35	AKT1,CCND1,CDC42,CDK4,CSK,CSNK2A2,EED,EZH2,FOS,FYN,H2AZ2,H2BC12,H2BC21,HIF1A,HLA-DRA,JUN,LYN,MYC,NFE2L2,NFKB2,PAK1,PIK3CA,PIK3R3,PPP2R5A,PPP2R5E,PRKAG2,PSMD2,PTPN6,RPN1,SKP1,SRC,STAT1,STAT3,SUZ12,TRIB3
Reactome	R-HSA-389356	Co-stimulation by CD28	11	AKT1,CDC42,FYN,LYN,PAK1,PIK3CA,PIK3R3,PPP2R5A,PPP2R5E,SRC,TRIB3
Reactome	R-HSA-389948	Co-inhibition by PD-1	24	CCND1,CDK4,CSK,CSNK2A2,EED,EZH2,FOS,H2AZ2,H2BC12,H2BC21,HIF1A,HLA-DRA,JUN,MYC,NFE2L2,NFKB2,PRKAG2,PSMD2,PTPN6,RPN1,SKP1,STAT1,STAT3,SUZ12
Reactome	R-HSA-3928662	EPHB-mediated forward signaling	10	CDC42,EPHB2,FYN,LYN,PAK1,PTK2,RASA1,RHOA,SRC,TIAM1
Reactome	R-HSA-3928665	EPH-ephrin mediated repulsion of cells	12	ADAM10,CLTB,CLTC,DNM1,EPHA3,EPHB2,FYN,LYN,MMP2,SRC,TIAM1,VAV3
Reactome	R-HSA-397014	Muscle contraction	10	ATP1B1,ITGB5,KCNK1,MYL9,MYLK,PAK1,PRKACA,PXN,SORBS3,TPM1
Reactome	R-HSA-400206	Regulation of lipid metabolism by PPARalpha	14	ALAS1,ARNT2,CDK19,FDFT1,FHL2,HMGCR,HMGCS1,NCOA3,NR1H2,PEX11A,PPARG,TNFRSF21,TRIB3,TXNRD1
Reactome	R-HSA-416476	G alpha (q) signalling events	20	ABHD6,APP,BTK,CREB1,EDN1,EGFR,GNA11,GNA15,GNB5,LPAR2,NRAS,PIK3CA,PIK3R3,PLCB3,PRKCD,PRKCH,PRKCQ,RGS2,RPS6KA1,TBXA2R
Reactome	R-HSA-418594	G alpha (i) signalling events	20	APP,C5,CREB1,CXCL2,CXCR4,GNA11,GNA15,GNAI1,GNAI2,GNAS,GNB5,GPER1,HEBP1,LPAR2,PLA2G4A,PLCB3,PRKACA,PRKCD,PRKX,SRC
Reactome	R-HSA-418990	Adherens junctions interactions	25	BIRC2,CDC42,CDH3,CSNK2A2,CTNND1,CTSL,EED,EZH2,FYN,H2AZ2,H2BC12,H2BC21,HDAC2,MYC,PSMD2,RB1,RPN1,SMARCA4,SRC,STAT3,SUZ12,TFAP2A,TIAM1,TLE1,ZMYM2
Reactome	R-HSA-421270	Cell-cell junction organization	25	BIRC2,CDC42,CDH3,CSNK2A2,CTNND1,CTSL,EED,EZH2,FYN,H2AZ2,H2BC12,H2BC21,HDAC2,MYC,PSMD2,RB1,RPN1,SMARCA4,SRC,STAT3,SUZ12,TFAP2A,TIAM1,TLE1,ZMYM2
Reactome	R-HSA-422356	Regulation of insulin secretion	12	GNA11,GNA15,GNAI1,GNAI2,GNAS,GNB5,IQGAP1,PLCB3,PRKACA,SNAP25,STX1A,STXBP1
Reactome	R-HSA-425407	SLC-mediated transmembrane transport	7	SLC11A2,SLC1A4,SLC25A4,SLC2A6,SLC35A1,SLC35A3,SLC5A6
Reactome	R-HSA-427413	NoRC negatively regulates rRNA expression	12	ARID4B,CCNH,CDK7,DNMT1,H2AZ2,H2BC12,H2BC21,HDAC2,MNAT1,POLR1C,POLR2K,TBP
Reactome	R-HSA-429914	Deadenylation-dependent mRNA decay	8	CNOT4,EIF4G1,EXOSC4,LSM5,LSM6,PAN2,SKIC2,SKIC8
Reactome	R-HSA-4420097	VEGFA-VEGFR2 Pathway	27	AKT1,CDC42,CRK,CTNND1,FYN,HSPB1,MAPK13,MAPKAPK2,MAPKAPK3,NCK1,NCK2,NOS3,NRAS,PAK1,PIK3CA,PRKACA,PRKCD,PTK2,PTK2B,PXN,RASA1,RHOA,SHB,SRC,TRIB3,VAV3,WASF3
Reactome	R-HSA-446203	Asparagine N-linked glycosylation	24	AMDHD2,COG2,COG4,COG7,COPB2,DHDDS,EDEM1,GFPT1,GFUS,HK1,KDELR2,MLEC,PMM2,RPN1,SLC35A1,SPTAN1,ST3GAL5,ST6GALNAC2,TMED10,TRAPPC3,TRAPPC6A,TRIM13,TUBB6,YKT6
Reactome	R-HSA-446652	Interleukin-1 family signaling	15	APP,IKBKB,IL1B,NFKB2,NFKBIA,NFKBIB,PSMD2,PTPN12,PTPN6,SKP1,SMAD3,SQSTM1,STAT3,TP53,USP14
Reactome	R-HSA-446728	Cell junction organization	30	BIRC2,CDC42,CDH3,CSNK2A2,CTNND1,CTSL,EED,EZH2,FYN,H2AZ2,H2BC12,H2BC21,HDAC2,ILK,LAMA3,MYC,PSMD2,PXN,RB1,RPN1,RSU1,SMARCA4,SRC,STAT3,SUZ12,TESK1,TFAP2A,TIAM1,TLE1,ZMYM2
Reactome	R-HSA-448424	Interleukin-17 signaling	14	ATF1,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,RPS6KA1,SKP1
Reactome	R-HSA-449147	Signaling by Interleukins	73	AKT1,APP,ATF1,BCL2,BIRC5,CASP3,CCL2,CCND1,CDC42,CDKN1A,CEBPD,CREB1,CRK,CRKL,CXCL2,DUSP3,DUSP4,DUSP6,FOS,FOXO3,FYN,GATA3,HIF1A,HMOX1,HSPA8,ICAM1,IKBKB,IL13RA1,IL1B,IL4R,JUN,LYN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,MIF,MMP1,MMP2,MUC1,MYC,NFKB2,NFKBIA,NFKBIB,PIK3CA,PIK3R3,PRKACA,PSMD2,PSME2,PTGS2,PTK2B,PTPN12,PTPN6,RALA,RPS6KA1,SHC1,SKP1,SMAD3,SMARCA4,SNAP25,SOCS2,SOX2,SQSTM1,STAT1,STAT3,STAT5B,STX1A,STX4,STXBP2,SYK,TP53,TXLNA,USP14
Reactome	R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases	11	ATF1,CREB1,DUSP3,DUSP4,DUSP6,FOS,JUN,MAPK9,MAPKAPK2,MEF2C,RPS6KA1
Reactome	R-HSA-450294	MAP kinase activation	14	ATF1,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,RPS6KA1,SKP1
Reactome	R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	11	AKT1,EIF4G1,ELAVL1,EXOSC4,HSPA1A,HSPA8,HSPB1,MAPKAPK2,PRKCD,PSMD2,ZFP36
Reactome	R-HSA-453274	Mitotic G2-G2/M phases	25	AURKA,CCNA1,CCNA2,CCNB1,CCNB2,CCNH,CCP110,CDC25A,CDC25B,CDK1,CDK2,CDK7,CDKN1A,CEP57,CSNK1E,MNAT1,MYBL2,PAFAH1B1,PCM1,PLK1,PRKACA,PSMD2,SKP1,TP53,TUBB6
Reactome	R-HSA-453276	Regulation of mitotic cell cycle	14	AURKA,AURKB,BUB1B,CCNA1,CCNA2,CCNB1,CDC20,CDK1,CDK2,PLK1,PSMD2,RB1,SKP1,UBE2C
Reactome	R-HSA-453279	Mitotic G1 phase and G1/S transition	38	ABL1,AKT1,CCNA1,CCNA2,CCNB1,CCND1,CCND3,CCNE2,CCNH,CDC25A,CDC45,CDK1,CDK2,CDK4,CDK6,CDK7,CDKN1A,CDKN1B,CDKN2A,E2F2,GMNN,LYN,MCM3,MNAT1,MYBL2,MYC,ORC1,PCNA,POLE2,PSMD2,RB1,RPA1,RPA2,RPA3,SKP1,SRC,TFDP1,TOP2A
Reactome	R-HSA-4615885	SUMOylation of DNA replication proteins	11	AURKA,AURKB,BIRC5,NUP133,NUP62,NUP85,NUP88,NUP93,PCNA,RAE1,TOP2A
Reactome	R-HSA-4839726	Chromatin organization	40	ARID4B,ARID5B,BCL7B,CCND1,CDK4,CHERP,DDX42,DNMT3A,EED,ELP1,EZH2,H2AZ2,H2BC12,H2BC21,HAT1,HDAC2,HMG20B,IKZF1,JADE2,JMJD6,KAT6A,KAT6B,KDM3A,KDM5A,KDM5B,MTA1,NFE2L2,NFKB2,PAF1,PUF60,RUVBL1,SKIC8,SMARCA4,SMARCC1,SMARCD2,SMNDC1,SUV39H1,SUZ12,USP22,VPS72
Reactome	R-HSA-500792	GPCR ligand binding	16	ADGRE5,ADRB2,APP,C5,CCL2,CXCL2,CXCR4,EDN1,FZD1,FZD7,GNAS,GNB5,GPER1,HEBP1,LPAR2,TBXA2R
Reactome	R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	11	CRK,CRKL,FYN,LYN,PIK3CA,PIK3R3,PRKACA,PTPN6,SHC1,STAT5B,SYK
Reactome	R-HSA-5173105	O-linked glycosylation	6	B4GAT1,DAG1,MUC1,RXYLT1,SLC35A1,ST6GALNAC2
Reactome	R-HSA-5218859	Regulated Necrosis	11	BAX,BIRC2,CASP3,CFLAR,CHMP4A,CHMP6,CYCS,FAS,IL1B,STUB1,TP53
Reactome	R-HSA-5250941	Negative epigenetic regulation of rRNA expression	14	ARID4B,CCNH,CDK7,DNMT1,H2AZ2,H2BC12,H2BC21,HDAC2,MNAT1,POLR1C,POLR2K,RRP8,SUV39H1,TBP
Reactome	R-HSA-5357801	Programmed Cell Death	37	AKT1,BAD,BAX,BCL2,BID,BIRC2,CASP3,CASP7,CDKN2A,CFLAR,CHMP4A,CHMP6,CYCS,DFFA,DFFB,DNM1L,DSG2,FAS,IL1B,NMT1,PMAIP1,PPP1R13B,PRKCD,PRKCQ,PSMD2,PTK2,SATB1,SFN,SPTAN1,STAT3,STUB1,TFDP1,TICAM1,TJP1,TLR4,TP53,TP53BP2
Reactome	R-HSA-5607764	CLEC7A (Dectin-1) signaling	12	IKBKB,IL1B,MALT1,NFATC3,NFKB2,NFKBIA,PRKCD,PSMD2,RELB,SKP1,SRC,SYK
Reactome	R-HSA-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	10	EED,EZH2,H2AZ2,H2BC12,H2BC21,JUN,NCOA3,POLR2I,POLR2K,SUZ12
Reactome	R-HSA-5617833	Cilium Assembly	11	CCP110,CDK1,CEP57,CSNK1E,HDAC6,PAFAH1B1,PCM1,PLK1,PRKACA,TCTN1,TUBB6
Reactome	R-HSA-5619102	SLC transporter disorders	10	HK1,NUP133,NUP62,NUP85,NUP88,NUP93,RAE1,SLC11A2,SLC35A1,SLC35A3
Reactome	R-HSA-5619115	Disorders of transmembrane transporters	12	ABCB6,HK1,NUP133,NUP62,NUP85,NUP88,NUP93,PSMD2,RAE1,SLC11A2,SLC35A1,SLC35A3
Reactome	R-HSA-5619507	Activation of HOX genes during differentiation	10	EED,EZH2,H2AZ2,H2BC12,H2BC21,JUN,NCOA3,POLR2I,POLR2K,SUZ12
Reactome	R-HSA-5621481	C-type lectin receptors (CLRs)	19	FYN,ICAM3,IKBKB,IL1B,LYN,MALT1,MUC1,NFATC3,NFKB2,NFKBIA,NRAS,PAK1,PRKACA,PRKCD,PSMD2,RELB,SKP1,SRC,SYK
Reactome	R-HSA-5628897	TP53 Regulates Metabolic Genes	10	AKT1,CYCS,DDIT4,PRKAG2,RHEB,RRAGA,SESN1,SFN,TP53,TXNRD1
Reactome	R-HSA-5633007	Regulation of TP53 Activity	32	AKT1,AURKA,AURKB,BRCA1,CCNA1,CCNA2,CDK1,CDK2,CDK5R1,CDKN2A,CHEK1,CHEK2,CSNK2A2,DAXX,HDAC2,KAT6A,MAPKAPK5,PIN1,PIP4K2B,PPP1R13B,PRKAG2,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,TBP,TOPBP1,TP53,TP53BP2,USP7
Reactome	R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	12	BAX,BID,BIRC5,BNIP3L,CASP10,CASP2,FAS,IGFBP3,PMAIP1,PPP1R13B,TP53,TP53BP2
Reactome	R-HSA-5651801	PCNA-Dependent Long Patch Base Excision Repair	10	LIG1,PCNA,POLB,POLD4,POLE2,RFC2,RFC5,RPA1,RPA2,RPA3
Reactome	R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	61	ADAM10,AKT1,AXIN1,BAD,CCNB1,CDKN1A,CDKN1B,CLTC,CREB1,CSK,CSNK1A1,DNMT1,DUSP6,EGF,EGFR,ERBB2,ERBB3,FGFR2,FGFR4,FOXO3,FOXO4,FRS2,FYN,HDAC2,HDAC6,HES1,IQGAP1,JUN,KIT,LYN,MAMLD1,MAPK9,MYC,NOTCH1,NRAS,PDGFA,PIK3CA,PIK3R3,POLR2I,POLR2K,PPP2R5A,PPP2R5E,PSMD2,PTPN12,PTPN6,RAC2,RB1,RPS6,SHC1,SKP1,SMAD3,SPRED2,SQSTM1,SRC,STAT1,STAT3,STAT5B,TENT4A,TGFBR2,TP53,ZMYM2
Reactome	R-HSA-5663220	RHO GTPases Activate Formins	18	AURKB,BIRC5,BUB1B,CDC20,CDC42,CENPE,EVL,KIF2C,NUP133,NUP85,PAFAH1B1,PLK1,PPP2R5A,PPP2R5E,RHOA,SRC,TUBB6,ZW10
Reactome	R-HSA-5668914	Diseases of metabolism	19	B4GAT1,CD320,DAG1,DHDDS,DLD,EXT1,GAA,GALE,GFPT1,GPC1,HPRT1,MUC1,NOTCH1,PCCB,PGM1,PMM2,PNP,RPIA,SLC37A4
Reactome	R-HSA-5673001	RAF/MAP kinase cascade	29	CSK,DUSP4,DUSP6,EGF,EGFR,ERBB2,ERBB3,FGFR2,FGFR4,FRS2,FYN,ICMT,IQGAP1,KIT,LYPLA1,NRAS,PDGFA,PIK3CA,PPP2R5A,PPP2R5E,PRKCQ,PSMD2,PTK2,RALGDS,RASA1,SHC1,SPRED2,SPTAN1,SRC
Reactome	R-HSA-5676934	Protein repair	2	MSRA,PCMT1
Reactome	R-HSA-5683057	MAPK family signaling cascades	42	CCND3,CDC42,CDK1,CSK,DNAJB1,DUSP4,DUSP6,EGF,EGFR,ERBB2,ERBB3,FGFR2,FGFR4,FOXO3,FRS2,FYN,HSPB1,ICMT,IQGAP1,JUN,KIT,LYPLA1,MAPKAPK5,MMP2,MYC,NCOA3,NRAS,PAK1,PDGFA,PIK3CA,PPP2R5A,PPP2R5E,PRKACA,PRKCQ,PSMD2,PTK2,RALGDS,RASA1,SHC1,SPRED2,SPTAN1,SRC
Reactome	R-HSA-5684996	MAPK1/MAPK3 signaling	30	CDK1,CSK,DUSP4,DUSP6,EGF,EGFR,ERBB2,ERBB3,FGFR2,FGFR4,FRS2,FYN,ICMT,IQGAP1,KIT,LYPLA1,NRAS,PDGFA,PIK3CA,PPP2R5A,PPP2R5E,PRKCQ,PSMD2,PTK2,RALGDS,RASA1,SHC1,SPRED2,SPTAN1,SRC
Reactome	R-HSA-5685938	HDR through Single Strand Annealing (SSA)	10	ABL1,BRCA1,LIG1,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,TOPBP1
Reactome	R-HSA-5685942	HDR through Homologous Recombination (HRR)	13	BRCA1,CHEK1,PCNA,POLD4,POLE2,RAD51C,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,TOPBP1
Reactome	R-HSA-5687128	MAPK6/MAPK4 signaling	14	CCND3,CDC42,CDK1,DNAJB1,FOXO3,HSPB1,JUN,MAPKAPK5,MMP2,MYC,NCOA3,PAK1,PRKACA,PSMD2
Reactome	R-HSA-5688426	Deubiquitination	35	ADRB2,AXIN1,BECN1,BIRC2,BRCA1,CCNA1,CCNA2,CCP110,CDC20,CDC25A,CDK1,DDB2,FOXO4,GATA3,H2BC12,H2BC21,HIF1A,IDE,KEAP1,MYC,NFKBIA,POLB,PSMD2,RHOA,RUVBL1,SMAD3,STAMBP,TGFBR2,TNIP1,TOMM70,TP53,USP14,USP22,USP7,VDAC1
Reactome	R-HSA-5689880	Ub-specific processing proteases	29	ADRB2,AXIN1,BECN1,BIRC2,CCNA1,CCNA2,CCP110,CDC20,CDC25A,DDB2,FOXO4,GATA3,H2BC12,H2BC21,HIF1A,IDE,KEAP1,MYC,NFKBIA,POLB,PSMD2,RUVBL1,SMAD3,TOMM70,TP53,USP14,USP22,USP7,VDAC1
Reactome	R-HSA-5693532	DNA Double-Strand Break Repair	26	ABL1,BRCA1,CCNA1,CCNA2,CDK2,CHEK1,CHEK2,H2BC12,H2BC21,LIG1,PARP1,PARP2,PCNA,POLD4,POLE2,RAD51C,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,TIMELESS,TOPBP1,TP53,TP53BP1
Reactome	R-HSA-5693538	Homology Directed Repair	24	ABL1,BRCA1,CCNA1,CCNA2,CDK2,CHEK1,H2BC12,H2BC21,LIG1,PARP1,PARP2,PCNA,POLD4,POLE2,RAD51C,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,TIMELESS,TOPBP1,TP53BP1
Reactome	R-HSA-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	22	ABL1,BRCA1,CCNA1,CCNA2,CDK2,CHEK1,H2BC12,H2BC21,LIG1,PCNA,POLD4,POLE2,RAD51C,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,TIMELESS,TOPBP1,TP53BP1
Reactome	R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	10	BRCA1,CHEK1,RAD51C,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,TOPBP1
Reactome	R-HSA-5693607	Processing of DNA double-strand break ends	16	BRCA1,CCNA1,CCNA2,CDK2,CHEK1,H2BC12,H2BC21,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,TIMELESS,TOPBP1,TP53BP1
Reactome	R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	10	BRCA1,CHEK1,RAD51C,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,TOPBP1
Reactome	R-HSA-5696398	Nucleotide Excision Repair	21	CCNH,CDK7,COPS7A,DDB2,LIG1,MNAT1,PARP1,PARP2,PCNA,POLD4,POLE2,POLR2I,POLR2K,PPIE,RFC2,RFC5,RPA1,RPA2,RPA3,RUVBL1,USP7
Reactome	R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	17	CCNH,CDK7,COPS7A,DDB2,LIG1,MNAT1,PARP1,PARP2,PCNA,POLD4,POLE2,RFC2,RFC5,RPA1,RPA2,RPA3,RUVBL1
Reactome	R-HSA-5696400	Dual Incision in GG-NER	11	DDB2,PARP1,PARP2,PCNA,POLD4,POLE2,RFC2,RFC5,RPA1,RPA2,RPA3
Reactome	R-HSA-674695	RNA Polymerase II Pre-transcription Events	10	CCNH,CDK7,GTF2A2,GTF2E2,MNAT1,PAF1,POLR2I,POLR2K,SKIC8,TBP
Reactome	R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	17	CCNH,CDK7,COPS7A,LIG1,MNAT1,PCNA,POLD4,POLE2,POLR2I,POLR2K,PPIE,RFC2,RFC5,RPA1,RPA2,RPA3,USP7
Reactome	R-HSA-6782135	Dual incision in TC-NER	15	CCNH,CDK7,MNAT1,PCNA,POLD4,POLE2,POLR2I,POLR2K,PPIE,RFC2,RFC5,RPA1,RPA2,RPA3,USP7
Reactome	R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	16	CCNH,CDK7,LIG1,MNAT1,PCNA,POLD4,POLE2,POLR2I,POLR2K,PPIE,RFC2,RFC5,RPA1,RPA2,RPA3,USP7
Reactome	R-HSA-6784531	tRNA processing in the nucleus	11	CPSF4,ELAC2,NUP133,NUP62,NUP85,NUP88,NUP93,POP4,RAE1,RPP38,TSEN2
Reactome	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	26	AKT1,BCL2,BIRC5,CCL2,CCND1,CDKN1A,CEBPD,FOS,FOXO3,GATA3,HIF1A,HMOX1,HSPA8,ICAM1,IL13RA1,IL1B,IL4R,MMP1,MMP2,MUC1,MYC,PTGS2,SOX2,STAT1,STAT3,TP53
Reactome	R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	10	CSNK1E,EBNA1BP2,EXOSC4,HEATR1,RPL39L,RPP38,RPS5,RPS6,TEX10,UTP14A
Reactome	R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	16	AURKA,BAX,CCNA1,CCNA2,CCNB1,CCNE2,CDK1,CDK2,CDKN1A,CDKN1B,CNOT4,GADD45A,PCNA,SFN,TFDP1,TP53
Reactome	R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	11	BRCA1,CCNH,CDK7,CHEK1,DDB2,FOS,JUN,MNAT1,POLR2I,POLR2K,TP53
Reactome	R-HSA-6798695	Neutrophil degranulation	51	ACAA1,ACLY,ADAM10,ADGRE5,AGL,ALDOA,ALDOC,ASAH1,ATP11B,ATP6V1D,CAB39,CANT1,CAPN1,CAT,CD44,CD58,CPNE3,CREG1,CTSD,DERA,GAA,GRN,HSPA1A,HSPA8,IGF2R,IQGAP1,MAN2B1,MIF,MLEC,MVP,NRAS,PFKL,PGAM1,PGM1,PGRMC1,PNP,PPIE,PRCP,PRKCD,PSMD2,PTPN6,PTPRC,PYGL,RAB27A,RAB31,RHOA,SNAP25,SPTAN1,STK10,TIMP2,VAT1
Reactome	R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	22	AURKA,AURKB,BRCA1,CCNA1,CCNA2,CDK2,CDK5R1,CHEK1,CHEK2,CSNK2A2,MAPKAPK5,PIN1,PRKAG2,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,TBP,TOPBP1,TP53
Reactome	R-HSA-6804757	Regulation of TP53 Degradation	10	AKT1,CCNA1,CCNA2,CDK1,CDK2,CDKN2A,CHEK2,DAXX,TP53,USP7
Reactome	R-HSA-6806003	Regulation of TP53 Expression and Degradation	10	AKT1,CCNA1,CCNA2,CDK1,CDK2,CDKN2A,CHEK2,DAXX,TP53,USP7
Reactome	R-HSA-6806834	Signaling by MET	12	COL1A1,CRK,CRKL,LAMA3,NRAS,PIK3CA,PTK2,PTPN1,RAB4A,SHC1,SRC,STAT3
Reactome	R-HSA-6807070	PTEN Regulation	16	AKT1,CSNK2A2,EED,EGR1,EZH2,HDAC2,JUN,MTA1,PPARG,PSMD2,RHEB,RRAGA,STUB1,SUZ12,TP53,USP7
Reactome	R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	20	ARFIP2,CENPE,COG2,COG4,COG7,COPB2,CYTH1,IGF2R,KDELR2,KIF20A,KIF2C,KIF5C,PAFAH1B1,PAFAH1B3,PLA2G4A,TMED10,TUBB6,USP6NL,YKT6,ZW10
